,Thermostat,Smoke_Alarm,Light A,Light B,Door,Person
1738,47,OFF,OFF,ON,LOCKED,Away
1739,46,OFF,ON,ON,LOCKED,Away
1740,45,OFF,ON,ON,LOCKED,Away
1741,44,OFF,OFF,ON,LOCKED,Away
1742,44,OFF,ON,ON,LOCKED,Away
1743,45,OFF,ON,ON,LOCKED,Away
1744,46,OFF,ON,ON,LOCKED,Away
1745,47,OFF,ON,ON,LOCKED,Away
1746,48,OFF,OFF,ON,LOCKED,Away
1747,47,OFF,ON,ON,LOCKED,Away
1748,46,OFF,OFF,ON,LOCKED,Away
1749,45,OFF,ON,ON,LOCKED,Away
1750,46,OFF,OFF,ON,LOCKED,Away
1751,45,OFF,ON,ON,LOCKED,Away
1752,45,OFF,ON,ON,LOCKED,Away
1753,44,OFF,ON,ON,LOCKED,Away
1754,43,OFF,ON,ON,LOCKED,Away
1755,44,OFF,OFF,ON,LOCKED,Away
1756,43,OFF,ON,ON,LOCKED,Away
1757,44,OFF,ON,ON,LOCKED,Away
1758,44,OFF,ON,ON,LOCKED,Away
1759,43,OFF,ON,ON,LOCKED,Away
1760,44,OFF,ON,ON,LOCKED,Away
1761,43,OFF,ON,ON,LOCKED,Away
1762,44,OFF,ON,ON,LOCKED,Away
1763,43,OFF,OFF,ON,LOCKED,Away
1764,43,OFF,ON,ON,LOCKED,Away
1765,43,OFF,ON,ON,LOCKED,Away
1766,43,OFF,ON,ON,LOCKED,Away
1767,43,OFF,OFF,ON,LOCKED,Home
1768,43,OFF,ON,ON,LOCKED,Away
1769,43,OFF,ON,ON,LOCKED,Away
1770,44,OFF,ON,ON,LOCKED,Away
1771,44,OFF,ON,ON,LOCKED,Away
1772,43,OFF,OFF,ON,LOCKED,Away
1773,42,OFF,ON,ON,LOCKED,Away
1774,41,OFF,OFF,ON,LOCKED,Home
1775,41,OFF,ON,ON,LOCKED,Home
1776,42,OFF,ON,ON,LOCKED,Home
1777,42,OFF,ON,ON,LOCKED,Home
1778,43,OFF,OFF,OFF,LOCKED,Home
1779,44,OFF,OFF,OFF,LOCKED,Home
1780,45,OFF,OFF,ON,LOCKED,Away
1781,44,OFF,ON,ON,LOCKED,Away
1782,44,OFF,ON,ON,LOCKED,Away
1783,45,OFF,ON,ON,LOCKED,Away
1784,45,OFF,ON,ON,LOCKED,Away
1785,45,OFF,ON,ON,LOCKED,Away
1786,44,OFF,OFF,ON,LOCKED,Home
1787,44,OFF,ON,OFF,LOCKED,Home
1788,44,OFF,ON,OFF,LOCKED,Home
1789,45,OFF,OFF,OFF,LOCKED,Home
1790,44,OFF,OFF,OFF,LOCKED,Home
1791,43,OFF,OFF,OFF,LOCKED,Home
1792,44,OFF,OFF,OFF,LOCKED,Home
1793,43,OFF,OFF,OFF,LOCKED,Home
1794,44,OFF,OFF,ON,LOCKED,Home
1795,45,OFF,ON,ON,LOCKED,Away
1796,44,OFF,ON,ON,LOCKED,Away
1797,45,OFF,ON,ON,LOCKED,Away
1798,44,OFF,OFF,ON,LOCKED,Away
1799,44,OFF,ON,ON,LOCKED,Home
1800,43,OFF,ON,ON,LOCKED,Home
1801,42,OFF,OFF,ON,LOCKED,Home
1802,42,OFF,ON,ON,LOCKED,Home
1803,43,OFF,OFF,ON,LOCKED,Away
1804,43,OFF,ON,ON,LOCKED,Away
1805,43,OFF,ON,ON,LOCKED,Away
1806,44,OFF,ON,ON,LOCKED,Away
1807,43,OFF,ON,ON,LOCKED,Away
1808,44,OFF,ON,ON,LOCKED,Away
1809,44,OFF,ON,ON,LOCKED,Away
1810,44,OFF,ON,ON,LOCKED,Away
1811,43,OFF,OFF,ON,LOCKED,Away
1812,42,OFF,ON,ON,LOCKED,Away
1813,41,OFF,ON,ON,LOCKED,Away
1814,42,OFF,ON,ON,LOCKED,Away
1815,43,OFF,ON,ON,LOCKED,Away
1816,43,OFF,ON,ON,LOCKED,Away
1817,44,OFF,ON,ON,LOCKED,Away
1818,44,OFF,OFF,ON,LOCKED,Away
1819,44,OFF,ON,ON,LOCKED,Away
1820,43,OFF,ON,ON,LOCKED,Away
1821,44,OFF,ON,ON,LOCKED,Away
1822,44,OFF,OFF,ON,LOCKED,Away
1823,45,OFF,ON,ON,LOCKED,Home
1824,46,OFF,ON,ON,LOCKED,Home
1825,46,OFF,OFF,OFF,LOCKED,Home
1826,46,OFF,OFF,OFF,LOCKED,Home
1827,47,OFF,OFF,OFF,LOCKED,Home
1828,47,OFF,OFF,OFF,LOCKED,Home
1829,48,OFF,OFF,OFF,LOCKED,Home
1830,49,OFF,OFF,ON,LOCKED,Home
1831,50,OFF,ON,ON,LOCKED,Home
1832,51,OFF,OFF,ON,LOCKED,Away
1833,50,OFF,ON,ON,LOCKED,Away
1834,51,OFF,ON,ON,LOCKED,Away
1835,52,OFF,OFF,ON,LOCKED,Away
1836,51,OFF,ON,ON,LOCKED,Away
1837,51,OFF,ON,ON,LOCKED,Away
1838,50,OFF,ON,ON,LOCKED,Away
1839,49,OFF,OFF,ON,LOCKED,Away
1840,50,OFF,ON,ON,LOCKED,Away
1841,51,OFF,ON,ON,LOCKED,Away
1842,52,OFF,ON,ON,LOCKED,Away
1843,52,OFF,OFF,ON,LOCKED,Away
1844,52,OFF,ON,ON,LOCKED,Away
1845,53,OFF,OFF,ON,LOCKED,Away
1846,53,OFF,ON,ON,LOCKED,Away
1847,54,OFF,OFF,ON,LOCKED,Away
1848,54,OFF,ON,ON,LOCKED,Away
1849,53,OFF,ON,ON,LOCKED,Away
1850,53,OFF,OFF,ON,LOCKED,Home
1851,53,OFF,ON,ON,LOCKED,Home
1852,53,OFF,ON,ON,LOCKED,Home
1853,53,OFF,OFF,OFF,LOCKED,Home
1854,54,OFF,OFF,OFF,LOCKED,Home
1855,55,OFF,OFF,OFF,LOCKED,Home
1856,55,OFF,OFF,OFF,LOCKED,Home
1857,56,OFF,OFF,OFF,LOCKED,Home
1858,55,OFF,OFF,ON,LOCKED,Home
1859,55,OFF,ON,ON,LOCKED,Home
1860,55,OFF,ON,ON,LOCKED,Home
1861,54,OFF,ON,ON,LOCKED,Home
1862,53,OFF,ON,ON,LOCKED,Home
1863,52,OFF,ON,ON,LOCKED,Home
1864,53,OFF,ON,ON,LOCKED,Home
1865,52,OFF,ON,ON,LOCKED,Home
1866,52,OFF,OFF,ON,LOCKED,Home
1867,53,OFF,ON,ON,LOCKED,Away
1868,54,OFF,ON,ON,LOCKED,Away
1869,55,OFF,ON,ON,LOCKED,Away
1870,55,OFF,ON,ON,LOCKED,Away
1871,54,OFF,ON,ON,LOCKED,Away
1872,55,OFF,ON,ON,LOCKED,Away
1873,56,OFF,ON,ON,LOCKED,Away
1874,55,OFF,OFF,ON,LOCKED,Away
1875,54,OFF,ON,ON,LOCKED,Away
1876,55,OFF,ON,ON,LOCKED,Away
1877,56,OFF,ON,ON,LOCKED,Away
1878,56,OFF,ON,ON,LOCKED,Away
1879,57,OFF,OFF,ON,LOCKED,Away
1880,57,OFF,ON,ON,LOCKED,Away
1881,57,OFF,OFF,ON,LOCKED,Away
1882,56,OFF,ON,ON,LOCKED,Away
1883,57,OFF,ON,ON,LOCKED,Away
1884,57,OFF,OFF,ON,LOCKED,Away
1885,56,OFF,ON,ON,LOCKED,Away
1886,55,OFF,ON,ON,LOCKED,Away
1887,56,OFF,OFF,ON,LOCKED,Away
1888,56,OFF,ON,ON,LOCKED,Away
1889,57,OFF,OFF,ON,LOCKED,Away
1890,58,OFF,ON,ON,LOCKED,Home
1891,59,OFF,OFF,ON,LOCKED,Home
1892,59,OFF,ON,ON,LOCKED,Home
1893,59,OFF,OFF,OFF,LOCKED,Home
1894,60,OFF,OFF,ON,LOCKED,Away
1895,60,OFF,ON,ON,LOCKED,Away
1896,60,OFF,ON,ON,LOCKED,Away
1897,60,OFF,OFF,ON,LOCKED,Away
1898,59,OFF,ON,ON,LOCKED,Away
1899,59,OFF,OFF,ON,LOCKED,Home
1900,60,OFF,ON,ON,LOCKED,Home
1901,61,OFF,ON,ON,LOCKED,Home
1902,60,OFF,ON,ON,LOCKED,Home
1903,61,OFF,OFF,OFF,LOCKED,Home
1904,60,OFF,OFF,ON,LOCKED,Away
1905,61,OFF,ON,ON,LOCKED,Away
1906,61,OFF,ON,ON,LOCKED,Away
1907,61,OFF,ON,ON,LOCKED,Away
1908,61,OFF,OFF,ON,LOCKED,Home
1909,62,OFF,ON,ON,LOCKED,Home
1910,62,OFF,OFF,ON,LOCKED,Home
1911,63,OFF,ON,ON,LOCKED,Home
1912,64,OFF,ON,ON,LOCKED,Home
1913,64,OFF,OFF,ON,LOCKED,Home
1914,65,OFF,ON,ON,LOCKED,Home
1915,65,OFF,ON,ON,LOCKED,Home
1916,64,OFF,ON,ON,LOCKED,Home
1917,65,OFF,ON,ON,LOCKED,Home
1918,65,OFF,ON,ON,LOCKED,Home
1919,65,OFF,OFF,ON,LOCKED,Away
1920,65,OFF,ON,ON,LOCKED,Away
1921,66,OFF,ON,ON,LOCKED,Away
1922,65,OFF,ON,ON,LOCKED,Away
1923,66,OFF,ON,ON,LOCKED,Away
1924,66,OFF,OFF,ON,LOCKED,Away
1925,67,OFF,ON,ON,LOCKED,Away
1926,66,OFF,ON,ON,LOCKED,Away
1927,65,OFF,OFF,ON,LOCKED,Away
1928,64,OFF,ON,ON,LOCKED,Away
1929,63,OFF,ON,ON,LOCKED,Away
1930,64,OFF,ON,ON,LOCKED,Away
1931,64,OFF,OFF,ON,LOCKED,Away
1932,64,OFF,ON,ON,LOCKED,Away
1933,63,OFF,ON,ON,LOCKED,Away
1934,62,OFF,ON,ON,LOCKED,Away
1935,62,OFF,ON,ON,LOCKED,Away
1936,61,OFF,ON,ON,LOCKED,Away
1937,61,OFF,OFF,ON,LOCKED,Home
1938,62,OFF,ON,ON,LOCKED,Home
1939,61,OFF,ON,ON,LOCKED,Home
1940,60,OFF,ON,ON,LOCKED,Home
1941,60,OFF,OFF,OFF,LOCKED,Home
1942,60,OFF,OFF,OFF,LOCKED,Home
1943,60,OFF,OFF,OFF,LOCKED,Home
1944,61,OFF,OFF,OFF,LOCKED,Home
1945,60,OFF,OFF,OFF,LOCKED,Home
1946,61,OFF,OFF,ON,LOCKED,Home
1947,60,OFF,ON,ON,LOCKED,Home
1948,59,OFF,ON,ON,LOCKED,Home
1949,60,OFF,OFF,ON,LOCKED,Away
1950,60,OFF,ON,ON,LOCKED,Away
1951,61,OFF,ON,ON,LOCKED,Away
1952,62,OFF,ON,ON,LOCKED,Away
1953,62,OFF,ON,ON,LOCKED,Away
1954,62,OFF,ON,ON,LOCKED,Away
1955,62,OFF,ON,ON,LOCKED,Away
1956,61,OFF,ON,ON,LOCKED,Away
1957,62,OFF,ON,ON,LOCKED,Away
1958,63,OFF,ON,ON,LOCKED,Away
1959,63,OFF,ON,ON,LOCKED,Away
1960,63,OFF,ON,ON,LOCKED,Away
1961,63,OFF,ON,ON,LOCKED,Away
1962,64,OFF,OFF,ON,LOCKED,Away
1963,63,OFF,ON,ON,LOCKED,Away
1964,63,OFF,OFF,ON,LOCKED,Away
1965,63,OFF,ON,ON,LOCKED,Home
1966,63,OFF,ON,ON,LOCKED,Home
1967,62,OFF,ON,ON,LOCKED,Home
1968,62,OFF,OFF,OFF,LOCKED,Home
1969,61,OFF,OFF,OFF,LOCKED,Home
1970,60,OFF,OFF,OFF,LOCKED,Home
1971,59,OFF,OFF,OFF,LOCKED,Home
1972,58,OFF,OFF,OFF,LOCKED,Home
1973,59,OFF,OFF,ON,LOCKED,Home
1974,59,OFF,ON,ON,LOCKED,Home
1975,58,OFF,ON,ON,LOCKED,Home
1976,58,OFF,OFF,OFF,LOCKED,Home
1977,58,OFF,OFF,OFF,LOCKED,Home
1978,58,OFF,OFF,OFF,LOCKED,Home
1979,59,OFF,OFF,OFF,LOCKED,Home
1980,58,OFF,OFF,OFF,LOCKED,Home
1981,57,OFF,OFF,ON,LOCKED,Home
1982,57,OFF,ON,ON,LOCKED,Home
1983,56,OFF,OFF,OFF,LOCKED,Home
1984,57,OFF,OFF,OFF,LOCKED,Home
1985,57,OFF,OFF,OFF,LOCKED,Home
1986,57,OFF,OFF,OFF,LOCKED,Home
1987,57,OFF,OFF,OFF,LOCKED,Home
1988,56,OFF,OFF,ON,LOCKED,Home
1989,57,OFF,ON,ON,LOCKED,Home
1990,56,OFF,ON,ON,LOCKED,Home
1991,57,OFF,ON,ON,LOCKED,Home
1992,57,OFF,ON,ON,LOCKED,Home
1993,56,OFF,ON,ON,LOCKED,Home
1994,56,OFF,OFF,ON,LOCKED,Away
1995,56,OFF,ON,ON,LOCKED,Away
1996,56,OFF,OFF,ON,LOCKED,Home
1997,57,OFF,ON,ON,LOCKED,Home
1998,56,OFF,ON,ON,LOCKED,Home
1999,56,OFF,OFF,ON,LOCKED,Home
2000,55,OFF,ON,ON,LOCKED,Home
2001,54,OFF,OFF,OFF,LOCKED,Home
2002,54,OFF,OFF,OFF,LOCKED,Home
2003,55,OFF,OFF,OFF,LOCKED,Home
2004,56,OFF,OFF,OFF,LOCKED,Home
2005,57,OFF,OFF,OFF,LOCKED,Home
2006,56,OFF,OFF,ON,LOCKED,Home
2007,57,OFF,ON,OFF,LOCKED,Home
2008,56,OFF,OFF,OFF,LOCKED,Home
2009,55,OFF,OFF,OFF,LOCKED,Home
2010,55,OFF,OFF,OFF,LOCKED,Home
2011,55,OFF,OFF,OFF,LOCKED,Home
2012,56,OFF,OFF,OFF,LOCKED,Home
2013,57,OFF,OFF,ON,LOCKED,Home
2014,57,OFF,ON,ON,LOCKED,Home
2015,58,OFF,ON,ON,LOCKED,Home
2016,57,OFF,OFF,ON,LOCKED,Home
2017,58,OFF,ON,OFF,LOCKED,Home
2018,58,OFF,OFF,OFF,LOCKED,Home
2019,57,OFF,OFF,OFF,LOCKED,Home
2020,56,OFF,OFF,OFF,LOCKED,Home
2021,55,OFF,OFF,OFF,LOCKED,Home
2022,55,OFF,OFF,ON,LOCKED,Away
2023,55,OFF,ON,ON,LOCKED,Away
2024,56,OFF,ON,ON,LOCKED,Away
2025,56,OFF,ON,ON,LOCKED,Away
2026,55,OFF,OFF,ON,LOCKED,Away
2027,55,OFF,ON,ON,LOCKED,Away
2028,55,OFF,OFF,ON,LOCKED,Away
2029,55,OFF,ON,ON,LOCKED,Away
2030,55,OFF,ON,ON,LOCKED,Away
2031,56,OFF,ON,ON,LOCKED,Away
2032,56,OFF,OFF,ON,LOCKED,Home
2033,57,OFF,ON,ON,LOCKED,Home
2034,58,OFF,ON,ON,LOCKED,Home
2035,58,OFF,OFF,ON,LOCKED,Away
2036,58,OFF,ON,ON,LOCKED,Home
2037,58,OFF,OFF,OFF,LOCKED,Home
2038,59,OFF,OFF,OFF,LOCKED,Home
2039,59,OFF,OFF,OFF,LOCKED,Home
2040,60,OFF,OFF,OFF,LOCKED,Home
2041,59,OFF,OFF,OFF,LOCKED,Home
2042,59,OFF,OFF,ON,LOCKED,Home
2043,59,OFF,ON,OFF,LOCKED,Home
2044,59,OFF,ON,OFF,LOCKED,Home
2045,58,OFF,ON,OFF,LOCKED,Home
2046,59,OFF,OFF,OFF,LOCKED,Home
2047,60,OFF,OFF,OFF,LOCKED,Home
2048,61,OFF,OFF,OFF,LOCKED,Home
2049,60,OFF,OFF,OFF,LOCKED,Home
2050,60,OFF,OFF,OFF,LOCKED,Home
2051,60,OFF,OFF,ON,LOCKED,Home
2052,60,OFF,ON,OFF,LOCKED,Home
2053,60,OFF,ON,OFF,LOCKED,Home
2054,60,OFF,OFF,ON,LOCKED,Away
2055,60,OFF,ON,ON,LOCKED,Home
2056,59,OFF,ON,ON,LOCKED,Home
2057,59,OFF,ON,ON,LOCKED,Home
2058,60,OFF,ON,ON,LOCKED,Home
2059,61,OFF,ON,ON,LOCKED,Home
2060,61,OFF,ON,ON,LOCKED,Home
2061,60,OFF,OFF,OFF,LOCKED,Home
2062,60,OFF,OFF,OFF,LOCKED,Home
2063,61,OFF,OFF,OFF,LOCKED,Home
2064,61,OFF,OFF,OFF,LOCKED,Home
2065,62,OFF,OFF,OFF,LOCKED,Home
2066,63,OFF,OFF,ON,LOCKED,Home
2067,63,OFF,ON,ON,LOCKED,Home
2068,63,OFF,ON,ON,LOCKED,Home
2069,63,OFF,OFF,OFF,LOCKED,Home
2070,64,OFF,OFF,OFF,LOCKED,Home
2071,63,OFF,OFF,OFF,LOCKED,Home
2072,63,OFF,OFF,OFF,LOCKED,Home
2073,64,OFF,OFF,OFF,LOCKED,Home
2074,64,OFF,OFF,ON,LOCKED,Away
2075,63,OFF,ON,ON,LOCKED,Away
2076,63,OFF,ON,ON,LOCKED,Away
2077,64,OFF,OFF,ON,LOCKED,Away
2078,63,OFF,ON,ON,LOCKED,Away
2079,64,OFF,OFF,ON,LOCKED,Away
2080,64,OFF,ON,ON,LOCKED,Away
2081,63,OFF,OFF,ON,LOCKED,Away
2082,63,OFF,ON,ON,LOCKED,Away
2083,63,OFF,ON,ON,LOCKED,Away
2084,62,OFF,ON,ON,LOCKED,Away
2085,62,OFF,ON,ON,LOCKED,Away
2086,61,OFF,OFF,ON,LOCKED,Away
2087,62,OFF,ON,ON,LOCKED,Away
2088,63,OFF,OFF,ON,LOCKED,Away
2089,64,OFF,ON,ON,LOCKED,Away
2090,64,OFF,ON,ON,LOCKED,Away
2091,65,OFF,ON,ON,LOCKED,Away
2092,64,OFF,ON,ON,LOCKED,Away
2093,65,OFF,ON,ON,LOCKED,Away
2094,65,OFF,ON,ON,LOCKED,Away
2095,66,OFF,ON,ON,LOCKED,Away
2096,65,OFF,OFF,ON,LOCKED,Away
2097,64,OFF,ON,ON,LOCKED,Away
2098,64,OFF,OFF,ON,LOCKED,Away
2099,64,OFF,ON,ON,LOCKED,Home
2100,65,OFF,ON,ON,LOCKED,Home
2101,66,OFF,ON,ON,LOCKED,Home
2102,66,OFF,ON,ON,LOCKED,Home
2103,67,OFF,OFF,OFF,LOCKED,Home
2104,66,OFF,OFF,OFF,LOCKED,Home
2105,67,OFF,OFF,OFF,LOCKED,Home
2106,67,OFF,OFF,ON,LOCKED,Away
2107,68,OFF,ON,ON,LOCKED,Away
2108,68,OFF,ON,ON,LOCKED,Away
2109,69,OFF,ON,ON,LOCKED,Away
2110,68,OFF,ON,ON,LOCKED,Away
2111,69,OFF,ON,ON,LOCKED,Away
2112,70,OFF,ON,ON,LOCKED,Away
2113,71,OFF,ON,ON,LOCKED,Away
2114,70,OFF,OFF,ON,LOCKED,Away
2115,69,OFF,ON,ON,LOCKED,Away
2116,69,OFF,OFF,ON,LOCKED,Away
2117,69,OFF,ON,ON,LOCKED,Away
2118,69,OFF,ON,ON,LOCKED,Away
2119,68,OFF,OFF,ON,LOCKED,Away
2120,69,OFF,ON,ON,LOCKED,Away
2121,70,OFF,ON,ON,LOCKED,Away
2122,71,OFF,ON,ON,LOCKED,Away
2123,70,OFF,ON,ON,LOCKED,Away
2124,69,OFF,ON,ON,LOCKED,Away
2125,68,OFF,OFF,ON,LOCKED,Home
2126,69,OFF,ON,ON,LOCKED,Home
2127,68,OFF,OFF,OFF,LOCKED,Home
2128,69,OFF,OFF,OFF,LOCKED,Home
2129,68,OFF,OFF,OFF,LOCKED,Home
2130,67,OFF,OFF,OFF,LOCKED,Home
2131,67,OFF,OFF,OFF,LOCKED,Home
2132,67,OFF,OFF,ON,LOCKED,Away
2133,68,OFF,ON,ON,LOCKED,Away
2134,69,OFF,OFF,ON,LOCKED,Away
2135,68,OFF,ON,ON,LOCKED,Away
2136,69,OFF,ON,ON,LOCKED,Away
2137,68,OFF,OFF,ON,LOCKED,Away
2138,67,OFF,ON,ON,LOCKED,Away
2139,66,OFF,ON,ON,LOCKED,Away
2140,67,OFF,ON,ON,LOCKED,Away
2141,67,OFF,OFF,ON,LOCKED,Away
2142,66,OFF,ON,ON,LOCKED,Away
2143,65,OFF,ON,ON,LOCKED,Away
2144,66,OFF,ON,ON,LOCKED,Away
2145,67,OFF,OFF,ON,LOCKED,Away
2146,68,OFF,ON,ON,LOCKED,Away
2147,67,OFF,OFF,ON,LOCKED,Away
2148,66,OFF,ON,ON,LOCKED,Away
2149,67,OFF,ON,ON,LOCKED,Away
2150,68,OFF,ON,ON,LOCKED,Away
2151,68,OFF,ON,ON,LOCKED,Away
2152,67,OFF,ON,ON,LOCKED,Away
2153,68,OFF,ON,ON,LOCKED,Away
2154,68,OFF,OFF,ON,LOCKED,Away
2155,69,OFF,ON,ON,LOCKED,Away
2156,69,OFF,OFF,ON,LOCKED,Home
2157,69,OFF,ON,OFF,LOCKED,Home
2158,70,OFF,ON,OFF,LOCKED,Home
2159,70,OFF,ON,OFF,LOCKED,Home
2160,71,OFF,OFF,ON,LOCKED,Away
2161,72,OFF,ON,ON,LOCKED,Away
2162,71,OFF,OFF,ON,LOCKED,Away
2163,72,OFF,ON,ON,LOCKED,Away
2164,71,OFF,OFF,ON,LOCKED,Home
2165,70,OFF,ON,OFF,LOCKED,Home
2166,70,OFF,ON,OFF,LOCKED,Home
2167,70,OFF,ON,OFF,LOCKED,Home
2168,69,OFF,ON,OFF,LOCKED,Home
2169,68,OFF,ON,OFF,LOCKED,Home
2170,68,OFF,ON,OFF,LOCKED,Home
2171,68,OFF,ON,OFF,LOCKED,Home
2172,67,OFF,OFF,OFF,LOCKED,Home
2173,67,OFF,OFF,OFF,LOCKED,Home
2174,68,OFF,OFF,ON,LOCKED,Away
2175,68,OFF,ON,ON,LOCKED,Away
2176,67,OFF,OFF,ON,LOCKED,Away
2177,68,OFF,ON,ON,LOCKED,Away
2178,67,OFF,OFF,ON,LOCKED,Away
2179,66,OFF,ON,ON,LOCKED,Away
2180,66,OFF,ON,ON,LOCKED,Away
2181,67,OFF,OFF,ON,LOCKED,Away
2182,67,OFF,ON,ON,LOCKED,Away
2183,68,OFF,ON,ON,LOCKED,Away
2184,68,OFF,OFF,ON,LOCKED,Away
2185,68,OFF,ON,ON,LOCKED,Away
2186,67,OFF,ON,ON,LOCKED,Away
2187,67,OFF,OFF,ON,LOCKED,Home
2188,67,OFF,ON,OFF,LOCKED,Home
2189,66,OFF,ON,OFF,LOCKED,Home
2190,65,OFF,ON,OFF,LOCKED,Home
2191,65,OFF,ON,OFF,LOCKED,Home
2192,64,OFF,OFF,ON,LOCKED,Away
2193,64,OFF,ON,ON,LOCKED,Away
2194,65,OFF,ON,ON,LOCKED,Away
2195,65,OFF,ON,ON,LOCKED,Away
2196,65,OFF,ON,ON,LOCKED,Away
2197,65,OFF,OFF,ON,LOCKED,Home
2198,65,OFF,ON,ON,LOCKED,Home
2199,64,OFF,OFF,OFF,LOCKED,Home
2200,63,OFF,OFF,OFF,LOCKED,Home
2201,64,OFF,OFF,OFF,LOCKED,Home
2202,63,OFF,OFF,OFF,LOCKED,Home
2203,64,OFF,OFF,OFF,LOCKED,Home
2204,63,OFF,OFF,ON,LOCKED,Home
2205,62,OFF,ON,OFF,LOCKED,Home
2206,63,OFF,OFF,OFF,LOCKED,Home
2207,64,OFF,OFF,OFF,LOCKED,Home
2208,65,OFF,OFF,OFF,LOCKED,Home
2209,64,OFF,OFF,OFF,LOCKED,Home
2210,65,OFF,OFF,OFF,LOCKED,Home
2211,64,OFF,OFF,ON,LOCKED,Away
2212,63,OFF,ON,ON,LOCKED,Away
2213,64,OFF,ON,ON,LOCKED,Away
2214,64,OFF,OFF,ON,LOCKED,Away
2215,64,OFF,ON,ON,LOCKED,Away
2216,65,OFF,ON,ON,LOCKED,Away
2217,66,OFF,ON,ON,LOCKED,Away
2218,67,OFF,ON,ON,LOCKED,Away
2219,68,OFF,ON,ON,LOCKED,Away
2220,69,OFF,ON,ON,LOCKED,Away
2221,68,OFF,OFF,ON,LOCKED,Away
2222,69,OFF,ON,ON,LOCKED,Away
2223,70,OFF,ON,ON,LOCKED,Away
2224,71,OFF,ON,ON,LOCKED,Away
2225,70,OFF,ON,ON,LOCKED,Away
2226,69,OFF,ON,ON,LOCKED,Away
2227,68,OFF,ON,ON,LOCKED,Away
2228,67,OFF,ON,ON,LOCKED,Away
2229,67,OFF,OFF,ON,LOCKED,Away
2230,67,OFF,ON,ON,LOCKED,Home
2231,67,OFF,ON,ON,LOCKED,Home
2232,67,OFF,OFF,OFF,LOCKED,Home
2233,68,OFF,OFF,OFF,LOCKED,Home
2234,67,OFF,OFF,OFF,LOCKED,Home
2235,67,OFF,OFF,OFF,LOCKED,Home
2236,68,OFF,OFF,ON,LOCKED,Away
2237,69,OFF,ON,ON,LOCKED,Away
2238,69,OFF,ON,ON,LOCKED,Away
2239,70,OFF,OFF,ON,LOCKED,Home
2240,70,OFF,ON,ON,LOCKED,Home
2241,69,OFF,OFF,ON,LOCKED,Away
2242,68,OFF,ON,ON,LOCKED,Away
2243,69,OFF,ON,ON,LOCKED,Away
2244,70,OFF,ON,ON,LOCKED,Away
2245,71,OFF,ON,ON,LOCKED,Away
2246,70,OFF,ON,ON,LOCKED,Away
2247,70,OFF,ON,ON,LOCKED,Away
2248,69,OFF,ON,ON,LOCKED,Away
2249,70,OFF,OFF,ON,LOCKED,Away
2250,71,OFF,ON,ON,LOCKED,Away
2251,72,OFF,ON,ON,LOCKED,Away
2252,71,OFF,ON,ON,LOCKED,Away
2253,72,OFF,OFF,ON,LOCKED,Home
2254,73,OFF,ON,OFF,LOCKED,Home
2255,72,OFF,OFF,OFF,LOCKED,Home
2256,73,OFF,OFF,OFF,LOCKED,Home
2257,74,OFF,OFF,OFF,LOCKED,Home
2258,75,OFF,OFF,OFF,LOCKED,Home
2259,76,OFF,OFF,ON,LOCKED,Away
2260,76,OFF,ON,ON,LOCKED,Away
2261,75,OFF,ON,ON,LOCKED,Away
2262,75,OFF,ON,ON,LOCKED,Away
2263,74,OFF,ON,ON,LOCKED,Away
2264,73,OFF,ON,ON,LOCKED,Away
2265,74,OFF,OFF,ON,LOCKED,Away
2266,74,OFF,ON,ON,LOCKED,Away
2267,73,OFF,OFF,ON,LOCKED,Home
2268,73,OFF,ON,ON,LOCKED,Away
2269,74,OFF,ON,ON,LOCKED,Away
2270,73,OFF,ON,ON,LOCKED,Away
2271,74,OFF,ON,ON,LOCKED,Away
2272,74,OFF,OFF,ON,LOCKED,Home
2273,73,OFF,ON,ON,LOCKED,Home
2274,73,OFF,OFF,OFF,LOCKED,Home
2275,74,OFF,OFF,OFF,LOCKED,Home
2276,74,OFF,OFF,ON,LOCKED,Away
2277,74,OFF,ON,ON,LOCKED,Away
2278,75,OFF,OFF,ON,LOCKED,Away
2279,74,OFF,ON,ON,LOCKED,Away
2280,73,OFF,ON,ON,LOCKED,Away
2281,73,OFF,ON,ON,LOCKED,Away
2282,74,OFF,ON,ON,LOCKED,Away
2283,75,OFF,OFF,ON,LOCKED,Home
2284,76,OFF,ON,ON,LOCKED,Home
2285,75,OFF,ON,ON,LOCKED,Home
2286,75,OFF,ON,ON,LOCKED,Home
2287,76,OFF,OFF,OFF,LOCKED,Home
2288,76,OFF,OFF,OFF,LOCKED,Home
2289,75,OFF,OFF,OFF,LOCKED,Home
2290,74,OFF,OFF,OFF,LOCKED,Home
2291,75,OFF,OFF,OFF,LOCKED,Home
2292,75,OFF,OFF,ON,LOCKED,Away
2293,76,OFF,ON,ON,LOCKED,Away
2294,76,OFF,ON,ON,LOCKED,Away
2295,75,OFF,ON,ON,LOCKED,Away
2296,76,OFF,OFF,ON,LOCKED,Away
2297,77,OFF,ON,ON,LOCKED,Away
2298,78,OFF,OFF,ON,LOCKED,Away
2299,78,OFF,ON,ON,LOCKED,Away
2300,79,OFF,ON,ON,LOCKED,Away
2301,79,OFF,ON,ON,LOCKED,Away
2302,80,OFF,OFF,ON,LOCKED,Away
2303,80,OFF,ON,ON,LOCKED,Away
