,Thermostat,LightSensor,LightA,LightB,AC,Window
7749,45,4,OFF,OFF,ON,Closed
7750,46,3,OFF,OFF,ON,Closed
7751,46,2,OFF,OFF,ON,Closed
7752,47,3,OFF,OFF,ON,Closed
7753,46,4,OFF,OFF,ON,Closed
7754,47,3,OFF,OFF,ON,Closed
7755,46,3,OFF,OFF,ON,Closed
7756,45,3,OFF,OFF,ON,Closed
7757,46,4,OFF,OFF,ON,Closed
7758,45,4,OFF,OFF,ON,Closed
7759,45,4,OFF,OFF,ON,Closed
7760,46,5,OFF,OFF,ON,Closed
7761,45,6,OFF,OFF,ON,Closed
7762,44,5,OFF,OFF,ON,Closed
7763,45,6,OFF,OFF,ON,Closed
7764,44,5,OFF,OFF,ON,Closed
7765,44,5,OFF,OFF,ON,Closed
7766,44,6,OFF,OFF,ON,Closed
7767,45,6,OFF,OFF,ON,Closed
7768,44,6,OFF,OFF,ON,Closed
7769,44,5,OFF,OFF,ON,Closed
7770,44,6,OFF,OFF,ON,Closed
7771,45,6,OFF,OFF,ON,Closed
7772,46,5,OFF,OFF,ON,Closed
7773,46,4,OFF,OFF,ON,Closed
7774,46,4,OFF,OFF,ON,Closed
7775,46,5,OFF,OFF,ON,Closed
7776,46,5,OFF,OFF,ON,Closed
7777,45,4,OFF,OFF,ON,Closed
7778,46,3,OFF,OFF,ON,Closed
7779,47,3,OFF,OFF,ON,Closed
7780,46,2,OFF,OFF,ON,Closed
7781,46,3,OFF,OFF,ON,Closed
7782,45,4,OFF,OFF,ON,Closed
7783,46,5,OFF,OFF,ON,Closed
7784,47,6,OFF,OFF,ON,Closed
7785,46,5,OFF,OFF,ON,Closed
7786,47,6,OFF,OFF,ON,Closed
7787,48,6,OFF,OFF,ON,Closed
7788,48,6,OFF,OFF,ON,Closed
7789,47,6,OFF,OFF,ON,Closed
7790,47,7,OFF,OFF,ON,Closed
7791,48,8,OFF,OFF,ON,Closed
7792,48,7,OFF,OFF,ON,Closed
7793,47,8,OFF,OFF,ON,Closed
7794,47,8,OFF,OFF,ON,Closed
7795,47,9,OFF,OFF,ON,Closed
7796,47,10,OFF,OFF,ON,Closed
7797,47,10,OFF,OFF,ON,Closed
7798,47,9,OFF,OFF,ON,Closed
7799,46,10,OFF,OFF,ON,Closed
7800,45,9,OFF,OFF,ON,Closed
7801,45,9,OFF,OFF,ON,Closed
7802,45,9,OFF,OFF,ON,Closed
7803,46,8,OFF,OFF,ON,Closed
7804,45,8,OFF,OFF,ON,Closed
7805,44,9,OFF,OFF,ON,Closed
7806,45,8,OFF,OFF,ON,Closed
7807,45,8,OFF,OFF,ON,Closed
7808,46,9,OFF,OFF,ON,Closed
7809,46,9,OFF,OFF,ON,Closed
7810,45,10,OFF,OFF,ON,Closed
7811,44,9,OFF,OFF,ON,Closed
7812,44,8,OFF,OFF,ON,Closed
7813,44,8,OFF,OFF,ON,Closed
7814,45,7,OFF,OFF,ON,Closed
7815,46,8,OFF,OFF,ON,Closed
7816,47,8,OFF,OFF,ON,Closed
7817,47,8,OFF,OFF,ON,Closed
7818,47,8,OFF,OFF,ON,Closed
7819,46,7,OFF,OFF,ON,Closed
7820,45,7,OFF,OFF,ON,Closed
7821,46,8,OFF,OFF,ON,Closed
7822,45,7,OFF,OFF,ON,Closed
7823,45,7,OFF,OFF,ON,Closed
7824,46,8,OFF,OFF,ON,Closed
7825,47,8,OFF,OFF,ON,Closed
7826,48,8,OFF,OFF,ON,Closed
7827,49,9,OFF,OFF,ON,Closed
7828,49,10,OFF,OFF,ON,Closed
7829,48,8,OFF,OFF,ON,Closed
7830,49,7,OFF,OFF,ON,Closed
7831,48,6,OFF,OFF,ON,Closed
7832,48,7,OFF,OFF,ON,Closed
7833,48,8,OFF,OFF,ON,Closed
7834,48,9,OFF,OFF,ON,Closed
7835,48,9,OFF,OFF,ON,Closed
7836,48,9,OFF,OFF,ON,Closed
7837,49,10,OFF,OFF,ON,Closed
7838,49,8,OFF,OFF,ON,Closed
7839,50,7,OFF,OFF,ON,Closed
7840,50,8,OFF,OFF,ON,Closed
7841,49,9,OFF,OFF,ON,Closed
7842,50,9,OFF,OFF,ON,Closed
7843,50,9,OFF,OFF,ON,Closed
7844,51,8,OFF,OFF,ON,Closed
7845,51,9,OFF,OFF,ON,Closed
7846,52,10,OFF,OFF,ON,Closed
7847,53,8,OFF,OFF,ON,Closed
7848,53,8,OFF,OFF,ON,Closed
7849,54,8,OFF,OFF,ON,Closed
7850,55,9,OFF,OFF,ON,Closed
7851,55,8,OFF,OFF,ON,Closed
7852,56,7,OFF,OFF,ON,Closed
7853,56,7,OFF,OFF,ON,Closed
7854,56,7,OFF,OFF,ON,Closed
7855,55,7,OFF,OFF,ON,Closed
7856,55,6,OFF,OFF,ON,Closed
7857,55,7,OFF,OFF,ON,Closed
7858,54,8,OFF,OFF,ON,Closed
7859,55,8,OFF,OFF,ON,Closed
7860,54,7,OFF,OFF,ON,Closed
7861,54,7,OFF,OFF,ON,Closed
7862,53,8,OFF,OFF,ON,Closed
7863,53,8,OFF,OFF,ON,Closed
7864,53,8,OFF,OFF,ON,Closed
7865,53,7,OFF,OFF,ON,Closed
7866,53,6,OFF,OFF,ON,Closed
7867,54,5,OFF,OFF,ON,Closed
7868,54,5,OFF,OFF,ON,Closed
7869,53,4,OFF,OFF,ON,Closed
7870,54,4,OFF,OFF,ON,Closed
7871,55,4,OFF,OFF,ON,Closed
7872,56,3,OFF,OFF,ON,Closed
7873,57,4,OFF,OFF,ON,Closed
7874,56,3,OFF,OFF,ON,Closed
7875,57,4,OFF,OFF,ON,Closed
7876,56,4,OFF,OFF,ON,Closed
7877,55,5,OFF,OFF,ON,Closed
7878,56,6,OFF,OFF,ON,Closed
7879,57,7,OFF,OFF,ON,Closed
7880,56,6,OFF,OFF,ON,Closed
7881,56,6,OFF,OFF,ON,Closed
7882,57,6,OFF,OFF,ON,Closed
7883,57,6,OFF,OFF,ON,Closed
7884,56,7,OFF,OFF,ON,Closed
7885,56,7,OFF,OFF,ON,Closed
7886,55,8,OFF,OFF,ON,Closed
7887,55,7,ON,OFF,ON,Closed
7888,54,7,ON,OFF,ON,Closed
7889,53,7,ON,OFF,ON,Closed
7890,53,7,ON,OFF,ON,Closed
7891,53,6,ON,OFF,ON,Closed
7892,54,7,ON,OFF,ON,Closed
7893,53,6,ON,OFF,ON,Closed
7894,53,5,ON,OFF,ON,Closed
7895,54,4,ON,OFF,ON,Closed
7896,54,4,ON,OFF,ON,Closed
7897,54,5,ON,OFF,ON,Closed
7898,54,5,ON,OFF,ON,Closed
7899,55,5,ON,OFF,ON,Closed
7900,54,5,ON,OFF,ON,Closed
7901,55,5,ON,OFF,ON,Closed
7902,54,4,ON,OFF,ON,Closed
7903,54,4,ON,OFF,ON,Closed
7904,53,3,ON,OFF,ON,Closed
7905,53,3,ON,OFF,ON,Closed
7906,54,2,ON,OFF,ON,Closed
7907,54,3,ON,OFF,ON,Closed
7908,53,3,ON,OFF,ON,Closed
7909,53,3,ON,OFF,ON,Closed
7910,53,4,ON,OFF,ON,Closed
7911,53,4,ON,OFF,ON,Closed
7912,52,5,ON,OFF,ON,Closed
7913,51,4,ON,OFF,ON,Closed
7914,50,3,ON,OFF,ON,Closed
7915,49,2,ON,OFF,ON,Closed
7916,49,2,ON,OFF,ON,Closed
7917,49,2,ON,OFF,ON,Closed
7918,49,2,ON,OFF,ON,Closed
7919,50,3,ON,OFF,ON,Closed
7920,51,2,ON,OFF,ON,Closed
7921,50,3,ON,OFF,ON,Closed
7922,51,2,ON,OFF,ON,Closed
7923,52,3,ON,OFF,ON,Closed
7924,53,3,ON,OFF,ON,Closed
7925,53,3,ON,OFF,ON,Closed
7926,54,2,ON,OFF,ON,Closed
7927,54,2,ON,OFF,ON,Closed
7928,53,3,ON,OFF,ON,Closed
7929,54,2,ON,OFF,ON,Closed
7930,55,3,ON,OFF,ON,Closed
7931,56,4,ON,OFF,ON,Closed
7932,57,5,ON,OFF,ON,Closed
7933,57,4,ON,OFF,ON,Closed
7934,58,5,ON,OFF,ON,Closed
7935,59,4,ON,OFF,ON,Closed
7936,59,3,ON,OFF,ON,Closed
7937,59,4,ON,OFF,ON,Closed
7938,58,3,ON,OFF,ON,Closed
7939,57,2,ON,OFF,ON,Closed
7940,58,2,ON,OFF,ON,Closed
7941,57,2,ON,OFF,ON,Closed
7942,58,2,ON,OFF,ON,Closed
7943,57,2,ON,OFF,ON,Closed
7944,56,3,ON,OFF,ON,Closed
7945,55,3,ON,OFF,ON,Closed
7946,56,3,ON,OFF,ON,Closed
7947,56,3,ON,OFF,ON,Closed
7948,56,4,ON,OFF,ON,Closed
7949,57,5,ON,OFF,ON,Closed
7950,56,5,ON,OFF,ON,Closed
7951,55,4,ON,OFF,ON,Closed
7952,54,3,ON,OFF,ON,Closed
7953,53,3,ON,OFF,ON,Closed
7954,54,3,ON,OFF,ON,Closed
7955,55,2,ON,OFF,ON,Closed
7956,56,2,ON,OFF,ON,Closed
7957,56,2,ON,OFF,ON,Closed
7958,57,2,ON,OFF,ON,Closed
7959,56,3,ON,OFF,ON,Closed
7960,57,4,ON,OFF,ON,Closed
7961,58,5,ON,OFF,ON,Closed
7962,58,6,ON,OFF,ON,Closed
7963,57,5,ON,OFF,ON,Closed
7964,58,5,ON,OFF,ON,Closed
7965,58,5,ON,OFF,ON,Closed
7966,57,5,ON,OFF,ON,Closed
7967,57,6,ON,OFF,ON,Closed
7968,58,6,ON,OFF,ON,Closed
7969,58,6,ON,OFF,ON,Closed
7970,59,6,ON,OFF,ON,Closed
7971,58,5,ON,OFF,ON,Closed
7972,57,5,ON,OFF,ON,Closed
7973,58,4,ON,OFF,ON,Closed
7974,57,5,ON,OFF,ON,Closed
7975,56,5,ON,OFF,ON,Closed
7976,57,6,ON,OFF,ON,Closed
7977,57,5,ON,OFF,ON,Closed
7978,56,5,ON,OFF,ON,Closed
7979,57,6,ON,OFF,ON,Closed
7980,57,6,ON,OFF,ON,Closed
7981,57,7,ON,OFF,ON,Closed
7982,58,7,ON,OFF,ON,Closed
7983,57,7,ON,OFF,ON,Closed
7984,58,6,ON,OFF,ON,Closed
7985,58,6,ON,OFF,ON,Closed
7986,58,5,ON,OFF,ON,Closed
7987,57,5,ON,OFF,ON,Closed
7988,57,4,OFF,ON,ON,Closed
7989,56,4,OFF,ON,ON,Closed
7990,56,3,OFF,ON,ON,Closed
7991,57,3,ON,ON,ON,Closed
7992,58,4,ON,ON,ON,Closed
7993,57,4,ON,ON,ON,Closed
7994,56,3,ON,ON,ON,Closed
7995,57,2,ON,ON,ON,Closed
7996,58,2,ON,ON,ON,Closed
7997,58,2,ON,ON,ON,Closed
7998,59,3,ON,ON,ON,Closed
7999,58,4,ON,ON,ON,Closed
8000,58,5,ON,ON,ON,Closed
8001,59,5,ON,ON,ON,Closed
8002,58,5,ON,ON,ON,Closed
8003,58,4,ON,ON,ON,Closed
8004,59,5,ON,ON,ON,Closed
8005,58,4,ON,ON,ON,Closed
8006,58,5,ON,ON,ON,Closed
8007,59,6,ON,ON,ON,Closed
8008,58,7,ON,ON,ON,Closed
8009,57,8,ON,ON,ON,Closed
8010,56,9,ON,ON,ON,Closed
8011,56,9,OFF,OFF,ON,Closed
8012,56,9,OFF,OFF,ON,Closed
8013,56,8,ON,OFF,ON,Closed
8014,57,7,ON,OFF,ON,Closed
8015,56,6,ON,OFF,ON,Closed
8016,57,7,ON,OFF,ON,Closed
8017,57,8,ON,OFF,ON,Closed
8018,56,9,ON,OFF,ON,Closed
8019,55,10,OFF,OFF,ON,Closed
8020,56,8,OFF,OFF,ON,Closed
8021,57,9,OFF,OFF,ON,Closed
8022,57,10,OFF,OFF,ON,Closed
8023,56,10,OFF,OFF,ON,Closed
8024,57,10,OFF,OFF,ON,Closed
8025,56,10,OFF,OFF,ON,Closed
8026,56,10,OFF,OFF,ON,Closed
8027,55,8,OFF,OFF,ON,Closed
8028,54,8,OFF,OFF,ON,Closed
8029,53,7,OFF,OFF,ON,Closed
8030,54,7,OFF,OFF,ON,Closed
8031,53,8,OFF,OFF,ON,Closed
8032,52,9,OFF,OFF,ON,Closed
8033,51,8,OFF,OFF,ON,Closed
8034,52,7,OFF,OFF,ON,Closed
8035,52,8,OFF,OFF,ON,Closed
8036,51,9,OFF,OFF,ON,Closed
8037,50,10,OFF,OFF,ON,Closed
8038,50,10,OFF,OFF,ON,Closed
8039,50,9,OFF,OFF,ON,Closed
8040,50,8,OFF,OFF,ON,Closed
8041,51,7,OFF,OFF,ON,Closed
8042,52,7,OFF,OFF,ON,Closed
8043,53,6,OFF,OFF,ON,Closed
8044,53,6,OFF,OFF,ON,Closed
8045,53,6,OFF,OFF,ON,Closed
8046,52,5,OFF,OFF,ON,Closed
8047,53,4,OFF,OFF,ON,Closed
8048,54,4,OFF,OFF,ON,Closed
8049,55,3,OFF,OFF,ON,Closed
8050,54,4,OFF,OFF,ON,Closed
8051,53,5,OFF,OFF,ON,Closed
8052,53,5,OFF,OFF,ON,Closed
8053,53,5,OFF,OFF,ON,Closed
8054,53,5,OFF,OFF,ON,Closed
8055,52,4,OFF,OFF,ON,Closed
8056,52,4,OFF,OFF,ON,Closed
8057,52,3,OFF,OFF,ON,Closed
8058,52,2,OFF,OFF,ON,Closed
8059,53,2,OFF,OFF,ON,Closed
8060,52,2,OFF,OFF,ON,Closed
8061,53,3,OFF,OFF,ON,Closed
8062,53,4,OFF,OFF,ON,Closed
8063,53,5,OFF,OFF,ON,Closed
8064,54,5,OFF,OFF,ON,Closed
8065,53,6,OFF,OFF,ON,Closed
8066,54,7,OFF,OFF,ON,Closed
8067,54,8,OFF,OFF,ON,Closed
8068,53,9,OFF,OFF,ON,Closed
8069,52,9,OFF,OFF,ON,Closed
8070,52,10,OFF,OFF,ON,Closed
8071,52,10,OFF,OFF,ON,Closed
8072,53,10,OFF,OFF,ON,Closed
8073,53,8,OFF,OFF,ON,Closed
8074,54,8,OFF,OFF,ON,Closed
8075,54,8,OFF,OFF,ON,Closed
8076,53,8,OFF,OFF,ON,Closed
8077,53,9,OFF,OFF,ON,Closed
8078,54,8,OFF,OFF,ON,Closed
8079,54,9,OFF,OFF,ON,Closed
8080,53,9,OFF,OFF,ON,Closed
8081,52,8,OFF,OFF,ON,Closed
8082,52,9,OFF,OFF,ON,Closed
8083,51,9,OFF,OFF,ON,Closed
8084,50,9,OFF,OFF,ON,Closed
8085,50,8,OFF,OFF,ON,Closed
8086,51,9,OFF,OFF,ON,Closed
8087,51,8,OFF,OFF,ON,Closed
8088,50,8,OFF,OFF,ON,Closed
8089,50,9,OFF,OFF,ON,Closed
8090,50,8,OFF,OFF,ON,Closed
8091,49,7,OFF,OFF,ON,Closed
8092,49,8,OFF,OFF,ON,Closed
8093,48,7,OFF,OFF,ON,Closed
8094,48,7,OFF,OFF,ON,Closed
8095,48,6,OFF,OFF,ON,Closed
8096,47,5,OFF,OFF,ON,Closed
8097,47,6,OFF,OFF,ON,Closed
8098,46,7,OFF,OFF,ON,Closed
8099,47,6,OFF,OFF,ON,Closed
8100,48,5,OFF,OFF,ON,Closed
8101,47,5,OFF,OFF,ON,Closed
8102,48,5,OFF,OFF,ON,Closed
8103,47,6,OFF,OFF,ON,Closed
8104,47,5,OFF,OFF,ON,Closed
8105,46,4,OFF,OFF,ON,Closed
8106,47,5,OFF,OFF,ON,Closed
8107,48,5,OFF,OFF,ON,Closed
8108,49,5,OFF,OFF,ON,Closed
8109,50,6,OFF,OFF,ON,Closed
8110,51,6,OFF,OFF,ON,Closed
8111,52,5,OFF,OFF,ON,Closed
8112,51,5,OFF,OFF,ON,Closed
8113,50,5,OFF,OFF,ON,Closed
8114,51,6,OFF,OFF,ON,Closed
8115,50,6,OFF,OFF,ON,Closed
8116,49,7,OFF,OFF,ON,Closed
8117,50,8,OFF,OFF,ON,Closed
8118,49,8,OFF,OFF,ON,Closed
8119,50,7,OFF,OFF,ON,Closed
8120,50,6,OFF,OFF,ON,Closed
8121,50,5,OFF,OFF,ON,Closed
8122,49,4,OFF,OFF,ON,Closed
8123,49,3,OFF,OFF,ON,Closed
8124,49,3,OFF,OFF,ON,Closed
8125,50,3,OFF,OFF,ON,Closed
8126,51,4,OFF,OFF,ON,Closed
8127,51,4,OFF,OFF,ON,Closed
8128,52,4,OFF,OFF,ON,Closed
8129,53,3,OFF,OFF,ON,Closed
8130,52,4,OFF,OFF,ON,Closed
8131,51,3,OFF,OFF,ON,Closed
8132,51,4,OFF,OFF,ON,Closed
8133,51,4,OFF,OFF,ON,Closed
8134,52,3,OFF,OFF,ON,Closed
8135,53,4,OFF,OFF,ON,Closed
8136,53,4,OFF,OFF,ON,Closed
8137,54,5,ON,ON,ON,Closed
8138,54,4,ON,ON,ON,Closed
8139,55,4,ON,ON,ON,Closed
8140,54,5,ON,ON,ON,Closed
8141,55,5,ON,ON,ON,Closed
8142,55,5,OFF,ON,ON,Closed
8143,55,5,OFF,ON,ON,Closed
8144,56,6,OFF,ON,ON,Closed
8145,57,7,OFF,ON,ON,Closed
8146,56,7,OFF,ON,ON,Closed
8147,56,6,OFF,ON,ON,Closed
8148,57,7,OFF,ON,ON,Closed
8149,58,8,OFF,ON,ON,Closed
8150,57,7,OFF,ON,ON,Closed
8151,56,6,OFF,ON,ON,Closed
8152,57,7,OFF,ON,ON,Closed
8153,57,6,OFF,ON,ON,Closed
8154,57,5,OFF,ON,ON,Closed
8155,58,5,OFF,ON,ON,Closed
8156,59,4,OFF,ON,ON,Closed
8157,58,4,OFF,ON,ON,Closed
8158,57,3,OFF,ON,ON,Closed
8159,58,4,OFF,ON,ON,Closed
8160,59,3,ON,ON,ON,Closed
8161,59,4,ON,ON,ON,Closed
8162,60,4,ON,ON,ON,Closed
8163,61,3,ON,ON,ON,Closed
8164,62,3,ON,ON,ON,Closed
8165,63,4,ON,ON,ON,Closed
8166,64,4,ON,ON,ON,Closed
8167,63,4,ON,ON,ON,Closed
8168,62,3,ON,ON,ON,Closed
8169,61,2,ON,ON,ON,Closed
8170,62,3,ON,ON,ON,Closed
8171,62,3,ON,ON,ON,Closed
8172,62,3,ON,ON,ON,Closed
8173,62,3,ON,ON,ON,Closed
8174,63,4,ON,ON,ON,Closed
8175,64,4,ON,ON,ON,Closed
8176,63,4,ON,ON,ON,Closed
8177,62,5,ON,ON,ON,Closed
8178,61,5,ON,ON,ON,Closed
8179,62,6,ON,ON,ON,Closed
8180,62,7,ON,ON,ON,Closed
8181,61,8,ON,ON,ON,Closed
8182,62,8,ON,ON,ON,Closed
8183,61,9,ON,ON,ON,Closed
8184,60,8,ON,ON,ON,Closed
8185,61,7,ON,ON,ON,Closed
8186,60,7,ON,ON,ON,Closed
8187,59,8,ON,ON,ON,Closed
8188,59,7,ON,ON,ON,Closed
8189,60,8,ON,ON,ON,Closed
8190,61,8,ON,ON,ON,Closed
8191,62,9,ON,ON,ON,Closed
8192,62,10,OFF,OFF,ON,Closed
8193,62,9,OFF,OFF,ON,Closed
8194,61,9,OFF,OFF,ON,Closed
8195,61,9,OFF,OFF,ON,Closed
8196,60,8,OFF,OFF,ON,Closed
8197,61,8,OFF,OFF,ON,Closed
8198,60,8,OFF,OFF,ON,Closed
8199,60,8,OFF,OFF,ON,Closed
8200,59,7,OFF,OFF,ON,Closed
8201,60,8,OFF,OFF,ON,Closed
8202,60,7,OFF,OFF,ON,Closed
8203,61,7,OFF,OFF,ON,Closed
8204,61,6,OFF,OFF,ON,Closed
8205,61,5,OFF,OFF,ON,Closed
8206,61,6,OFF,OFF,ON,Closed
8207,61,6,OFF,OFF,ON,Closed
8208,61,5,OFF,OFF,ON,Closed
8209,62,4,OFF,OFF,ON,Closed
8210,62,5,OFF,OFF,ON,Closed
8211,61,5,OFF,OFF,ON,Closed
8212,61,4,OFF,OFF,ON,Closed
8213,62,4,OFF,OFF,ON,Closed
8214,63,4,OFF,OFF,ON,Closed
8215,62,5,OFF,OFF,ON,Closed
8216,62,6,OFF,OFF,ON,Closed
8217,61,6,OFF,OFF,ON,Closed
8218,62,6,OFF,OFF,ON,Closed
8219,63,5,OFF,OFF,ON,Closed
8220,62,4,OFF,OFF,ON,Closed
8221,63,5,OFF,OFF,ON,Closed
8222,64,6,OFF,OFF,ON,Closed
8223,64,5,OFF,OFF,ON,Closed
8224,64,4,OFF,OFF,ON,Closed
8225,63,4,OFF,OFF,ON,Closed
8226,64,4,OFF,OFF,ON,Closed
8227,64,3,OFF,OFF,ON,Closed
8228,63,2,OFF,OFF,ON,Closed
8229,62,3,OFF,OFF,ON,Closed
8230,62,3,OFF,OFF,ON,Closed
8231,62,3,OFF,OFF,ON,Closed
8232,63,3,OFF,OFF,ON,Closed
8233,62,3,OFF,OFF,ON,Closed
8234,62,4,OFF,OFF,ON,Closed
8235,62,5,OFF,OFF,ON,Closed
8236,61,5,OFF,OFF,ON,Closed
8237,60,6,OFF,OFF,ON,Closed
8238,59,6,OFF,OFF,ON,Closed
8239,59,5,OFF,OFF,ON,Closed
8240,58,4,OFF,OFF,ON,Closed
8241,58,5,OFF,OFF,ON,Closed
8242,59,4,OFF,OFF,ON,Closed
8243,60,5,OFF,OFF,ON,Closed
8244,60,6,OFF,OFF,ON,Closed
8245,60,6,OFF,OFF,ON,Closed
8246,59,6,OFF,OFF,ON,Closed
8247,59,6,OFF,OFF,ON,Closed
8248,60,5,OFF,OFF,ON,Closed
8249,59,4,OFF,OFF,ON,Closed
8250,58,3,OFF,OFF,ON,Closed
8251,59,4,OFF,OFF,ON,Closed
8252,58,4,OFF,OFF,ON,Closed
8253,59,5,ON,ON,ON,Closed
8254,59,4,ON,ON,ON,Closed
8255,59,5,ON,ON,ON,Closed
8256,59,4,ON,ON,ON,Closed
8257,59,3,ON,ON,ON,Closed
8258,58,3,ON,ON,ON,Closed
8259,59,4,ON,ON,ON,Closed
8260,58,5,ON,ON,ON,Closed
8261,57,4,ON,ON,ON,Closed
8262,56,4,ON,ON,ON,Closed
8263,56,3,ON,ON,ON,Closed
8264,57,3,OFF,ON,ON,Closed
8265,58,2,OFF,ON,ON,Closed
8266,57,3,OFF,ON,ON,Closed
8267,57,2,OFF,ON,ON,Closed
8268,57,3,OFF,ON,ON,Closed
8269,56,4,OFF,ON,ON,Closed
8270,57,4,OFF,ON,ON,Closed
8271,56,5,OFF,ON,ON,Closed
8272,56,5,OFF,ON,ON,Closed
8273,55,4,OFF,ON,ON,Closed
8274,56,3,OFF,ON,ON,Closed
8275,55,4,OFF,ON,ON,Closed
8276,54,5,OFF,ON,ON,Closed
8277,55,4,OFF,ON,ON,Closed
8278,55,4,OFF,ON,ON,Closed
8279,56,4,OFF,ON,ON,Closed
8280,57,5,OFF,ON,ON,Closed
8281,57,6,OFF,ON,ON,Closed
8282,57,5,ON,ON,ON,Closed
8283,58,4,ON,ON,ON,Closed
8284,58,5,ON,ON,ON,Closed
8285,57,5,ON,ON,ON,Closed
8286,57,5,ON,ON,ON,Closed
8287,57,6,ON,ON,ON,Closed
8288,57,7,ON,ON,ON,Closed
8289,57,6,ON,ON,ON,Closed
8290,56,5,ON,ON,ON,Closed
8291,56,6,ON,ON,ON,Closed
8292,56,6,ON,ON,ON,Closed
8293,55,7,ON,ON,ON,Closed
8294,55,6,ON,ON,ON,Closed
8295,56,5,ON,ON,ON,Closed
8296,57,6,ON,ON,ON,Closed
8297,58,7,ON,ON,ON,Closed
8298,57,6,ON,ON,ON,Closed
8299,56,5,ON,ON,ON,Closed
8300,56,4,ON,ON,ON,Closed
8301,55,3,ON,ON,ON,Closed
8302,55,2,ON,ON,ON,Closed
8303,56,3,ON,ON,ON,Closed
8304,55,4,ON,ON,ON,Closed
8305,54,3,ON,ON,ON,Closed
8306,55,3,ON,ON,ON,Closed
8307,55,4,ON,ON,ON,Closed
8308,54,3,ON,ON,ON,Closed
8309,54,3,ON,ON,ON,Closed
8310,55,2,ON,ON,ON,Closed
8311,55,2,ON,ON,ON,Closed
8312,55,2,ON,ON,ON,Closed
8313,54,2,ON,ON,ON,Closed
8314,55,2,ON,ON,ON,Closed
8315,54,3,ON,ON,ON,Closed
8316,54,3,ON,ON,ON,Closed
8317,54,4,ON,ON,ON,Closed
8318,55,5,ON,ON,ON,Closed
8319,55,4,ON,ON,ON,Closed
8320,54,5,ON,ON,ON,Closed
8321,55,6,ON,ON,ON,Closed
8322,54,7,ON,ON,ON,Closed
8323,55,8,ON,ON,ON,Closed
8324,54,8,ON,ON,ON,Closed
8325,53,9,ON,ON,ON,Closed
8326,54,8,ON,ON,ON,Closed
8327,55,9,ON,ON,ON,Closed
8328,55,8,ON,ON,ON,Closed
8329,56,8,ON,ON,ON,Closed
8330,57,8,ON,ON,ON,Closed
8331,56,9,ON,ON,ON,Closed
8332,56,9,OFF,OFF,ON,Closed
8333,55,9,OFF,OFF,ON,Closed
8334,54,8,OFF,OFF,ON,Closed
8335,53,8,OFF,OFF,ON,Closed
8336,53,8,OFF,OFF,ON,Closed
8337,54,7,OFF,OFF,ON,Closed
8338,54,6,OFF,OFF,ON,Closed
8339,55,6,OFF,OFF,ON,Closed
8340,56,7,OFF,OFF,ON,Closed
8341,56,7,ON,ON,ON,Closed
8342,57,8,ON,ON,ON,Closed
8343,56,9,ON,ON,ON,Closed
8344,57,8,ON,ON,ON,Closed
8345,58,8,ON,ON,ON,Closed
8346,58,7,ON,ON,ON,Closed
8347,59,8,ON,ON,ON,Closed
8348,59,8,ON,ON,ON,Closed
8349,60,7,ON,ON,ON,Closed
8350,61,6,ON,ON,ON,Closed
8351,61,5,ON,ON,ON,Closed
8352,62,6,ON,ON,ON,Closed
8353,63,6,ON,ON,ON,Closed
8354,64,7,ON,ON,ON,Closed
8355,64,8,ON,ON,ON,Closed
8356,64,8,ON,ON,ON,Closed
8357,64,8,ON,ON,ON,Closed
8358,64,7,ON,ON,ON,Closed
8359,64,6,ON,ON,ON,Closed
8360,63,5,ON,ON,ON,Closed
8361,62,5,ON,ON,ON,Closed
8362,63,5,ON,ON,ON,Closed
8363,64,4,ON,ON,ON,Closed
8364,65,3,ON,ON,ON,Closed
8365,65,2,ON,ON,ON,Closed
8366,64,3,ON,ON,ON,Closed
8367,65,3,ON,ON,ON,Closed
8368,64,4,ON,ON,ON,Closed
8369,63,5,ON,ON,ON,Closed
8370,63,6,ON,ON,ON,Closed
8371,62,6,ON,ON,ON,Closed
8372,62,6,ON,ON,ON,Closed
8373,63,7,ON,ON,ON,Closed
8374,64,7,ON,ON,ON,Closed
8375,63,7,ON,ON,ON,Closed
8376,63,8,ON,ON,ON,Closed
8377,64,7,ON,ON,ON,Closed
8378,63,6,ON,ON,ON,Closed
8379,64,6,ON,ON,ON,Closed
8380,65,7,ON,ON,ON,Closed
8381,66,7,ON,ON,ON,Closed
8382,65,8,ON,ON,ON,Closed
8383,64,9,ON,ON,ON,Closed
8384,64,8,OFF,OFF,ON,Closed
8385,65,8,OFF,OFF,ON,Closed
8386,64,9,OFF,OFF,ON,Closed
8387,65,10,OFF,OFF,ON,Closed
8388,66,9,OFF,OFF,ON,Closed
8389,66,9,OFF,OFF,ON,Closed
8390,66,9,OFF,OFF,ON,Closed
8391,65,8,OFF,OFF,ON,Closed
8392,64,7,OFF,OFF,ON,Closed
8393,64,7,OFF,OFF,ON,Closed
8394,63,7,OFF,OFF,ON,Closed
8395,64,8,OFF,OFF,ON,Closed
8396,63,8,OFF,OFF,ON,Closed
8397,64,7,OFF,OFF,ON,Closed
8398,65,6,OFF,OFF,ON,Closed
8399,64,5,OFF,OFF,ON,Closed
8400,64,6,OFF,OFF,ON,Closed
8401,64,7,OFF,OFF,ON,Closed
8402,65,7,OFF,OFF,ON,Closed
8403,66,8,OFF,OFF,ON,Closed
8404,66,9,OFF,OFF,ON,Closed
